date,state,deathIncrease,positiveIncrease,negativeIncrease,hospitalizedIncrease,recovered,onVentilatorCumulative,inIcuCumulative,recoveredIncrease,onVentilatorIncrease,inIcuIncrease
2020-03-06,AK,0,0,0,0,,,,,,
2020-03-07,AK,0,0,4,0,,,,,,
2020-03-08,AK,0,0,2,0,,,,,,
2020-03-09,AK,0,0,9,0,,,,,,
2020-03-10,AK,0,0,0,0,,,,,,
2020-03-11,AK,0,0,23,0,,,,,,
2020-03-12,AK,0,0,0,0,,,,,,
2020-03-13,AK,0,1,13,0,,,,,,
2020-03-14,AK,0,0,84,0,,,,,,
2020-03-15,AK,0,0,0,0,,,,,,
2020-03-16,AK,0,0,0,0,,,,,,
2020-03-17,AK,0,2,191,0,,,,,,
2020-03-18,AK,0,3,72,0,,,,,,
2020-03-19,AK,0,0,26,0,,,,,,
2020-03-20,AK,0,6,254,0,,,,,,
2020-03-21,AK,0,2,72,0,,,,,,
2020-03-22,AK,0,8,188,0,,,,,,
2020-03-23,AK,0,0,0,0,,,,,,
2020-03-24,AK,0,14,40,0,,,,,,
2020-03-25,AK,1,6,663,1,,,,,,
2020-03-26,AK,0,17,152,2,,,,,,
2020-03-27,AK,0,10,518,0,,,,,,
2020-03-28,AK,1,16,517,2,,,,,,
2020-03-29,AK,0,17,396,1,,,,,,
2020-03-30,AK,1,12,308,1,,,,,,
2020-03-31,AK,0,5,54,0,,,,,,
2020-04-01,AK,0,14,876,2,,,,,,
2020-04-02,AK,0,10,409,0,,,,,,
2020-04-03,AK,0,14,980,6,,,,,,
2020-04-04,AK,2,14,10,1,,,,,,
2020-04-05,AK,1,14,230,4,,,,,,
2020-04-06,AK,0,6,593,3,,,,,,
2020-04-07,AK,0,22,8,0,29.0,,,,,
2020-04-08,AK,1,13,142,4,32.0,,,3.0,,
2020-04-09,AK,0,9,146,0,49.0,,,17.0,,
2020-04-10,AK,0,11,198,1,55.0,,,6.0,,
2020-04-11,AK,1,11,289,3,63.0,,,8.0,,
2020-04-12,AK,0,15,291,0,66.0,,,3.0,,
2020-04-13,AK,0,5,-213,1,85.0,,,19.0,,
2020-04-14,AK,1,8,510,0,98.0,,,13.0,,
2020-04-15,AK,0,8,308,2,106.0,,,8.0,,
2020-04-16,AK,0,7,64,1,110.0,,,4.0,,
2020-04-17,AK,0,9,706,1,128.0,,,18.0,,
2020-04-18,AK,0,5,200,0,147.0,,,19.0,,
2020-04-19,AK,0,5,235,0,153.0,,,6.0,,
2020-04-20,AK,0,2,227,0,161.0,,,8.0,,
2020-04-21,AK,0,8,987,0,168.0,,,7.0,,
2020-04-22,AK,0,6,1034,0,196.0,,,28.0,,
2020-04-23,AK,0,2,0,-36,209.0,,,13.0,,
2020-04-24,AK,0,2,118,0,208.0,,,-1.0,,
2020-04-25,AK,0,0,3451,0,217.0,,,9.0,,
2020-04-26,AK,0,2,443,0,217.0,,,0.0,,
2020-04-27,AK,0,4,75,0,218.0,,,1.0,,
2020-04-28,AK,0,6,827,0,228.0,,,10.0,,
2020-04-29,AK,0,4,2026,0,240.0,,,12.0,,
2020-04-30,AK,0,0,0,0,252.0,,,12.0,,
2020-05-01,AK,0,9,1197,0,254.0,,,2.0,,
2020-05-02,AK,0,1,1073,0,261.0,,,7.0,,
2020-05-03,AK,0,3,176,0,262.0,,,1.0,,
2020-05-04,AK,0,2,143,0,263.0,,,1.0,,
2020-05-05,AK,0,1,968,0,277.0,,,14.0,,
2020-05-06,AK,1,1,962,0,284.0,,,7.0,,
2020-05-07,AK,0,2,684,0,291.0,,,7.0,,
2020-05-08,AK,0,3,1129,0,305.0,,,14.0,,
2020-05-09,AK,0,1,975,0,318.0,,,13.0,,
2020-05-10,AK,0,1,914,0,324.0,,,6.0,,
2020-05-11,AK,0,2,1314,0,328.0,,,4.0,,
2020-05-12,AK,0,2,1279,0,334.0,,,6.0,,
2020-05-13,AK,0,0,688,0,338.0,,,4.0,,
2020-05-14,AK,0,4,1109,0,339.0,,,1.0,,
2020-05-15,AK,0,1,655,0,343.0,,,4.0,,
2020-05-16,AK,0,4,859,0,344.0,,,1.0,,
2020-05-17,AK,0,4,1366,0,344.0,,,0.0,,
2020-05-18,AK,0,3,957,0,345.0,,,1.0,,
2020-05-19,AK,0,0,769,0,348.0,,,3.0,,
2020-05-20,AK,0,3,662,0,352.0,,,4.0,,
2020-05-21,AK,0,0,2500,0,356.0,,,4.0,,
2020-05-22,AK,0,2,1899,0,356.0,,,0.0,,
2020-05-23,AK,0,4,901,0,358.0,,,2.0,,
2020-05-24,AK,0,0,1156,0,358.0,,,0.0,,
2020-05-25,AK,0,1,964,0,361.0,,,3.0,,
2020-05-26,AK,0,2,490,0,362.0,,,1.0,,
2020-05-27,AK,0,1,1398,0,364.0,,,2.0,,
2020-05-28,AK,0,13,1594,0,366.0,,,2.0,,
2020-05-29,AK,0,5,1464,0,367.0,,,1.0,,
2020-05-30,AK,0,4,2252,0,368.0,,,1.0,,
2020-05-31,AK,0,0,0,0,368.0,,,0.0,,
2020-06-01,AK,0,33,2462,0,368.0,,,0.0,,
2020-06-02,AK,0,20,1993,0,371.0,,,3.0,,
2020-06-03,AK,0,18,1961,0,373.0,,,2.0,,
2020-06-04,AK,0,8,1907,0,376.0,,,3.0,,
2020-06-05,AK,0,11,882,0,380.0,,,4.0,,
2020-06-06,AK,0,12,2899,48,382.0,,,2.0,,
2020-06-07,AK,0,8,995,-48,382.0,,,0.0,,
2020-06-08,AK,0,19,989,0,384.0,,,2.0,,
2020-06-09,AK,1,10,968,0,389.0,,,5.0,,
2020-06-10,AK,0,20,810,0,392.0,,,3.0,,
2020-06-11,AK,0,18,1273,0,397.0,,,5.0,,
2020-06-12,AK,1,14,1855,0,403.0,,,6.0,,
2020-06-13,AK,0,29,894,0,405.0,,,2.0,,
2020-06-14,AK,0,7,1657,0,411.0,,,6.0,,
2020-06-15,AK,0,3,967,0,417.0,,,6.0,,
2020-06-16,AK,0,12,1766,0,429.0,,,12.0,,
2020-06-17,AK,0,20,1474,0,438.0,,,9.0,,
2020-06-18,AK,0,12,3464,0,449.0,,,11.0,,
2020-06-19,AK,0,14,2432,0,457.0,,,8.0,,
2020-06-20,AK,0,21,3266,0,464.0,,,7.0,,
2020-06-21,AK,0,12,1121,0,475.0,,,11.0,,
2020-06-22,AK,0,6,2767,0,491.0,,,16.0,,
2020-06-23,AK,0,17,2106,0,502.0,,,11.0,,
2020-06-24,AK,0,14,3135,0,507.0,,,5.0,,
2020-06-25,AK,0,24,3332,0,513.0,,,6.0,,
2020-06-26,AK,2,20,2320,0,519.0,,,6.0,,
2020-06-27,AK,0,18,3771,0,521.0,,,2.0,,
2020-06-28,AK,0,29,2690,0,521.0,,,0.0,,
2020-06-29,AK,0,21,388,0,525.0,,,4.0,,
2020-06-30,AK,0,36,3440,0,526.0,,,1.0,,
2020-07-01,AK,0,38,2177,0,528.0,,,2.0,,
2020-07-02,AK,0,39,1470,0,535.0,,,7.0,,
2020-07-03,AK,1,46,4253,0,539.0,,,4.0,,
2020-07-04,AK,1,48,2476,0,544.0,,,5.0,,
2020-07-05,AK,0,27,994,0,548.0,,,4.0,,
2020-07-06,AK,0,0,0,0,548.0,,,0.0,,
2020-07-07,AK,1,46,7621,0,560.0,,,12.0,,
2020-07-08,AK,0,42,1939,0,563.0,,,3.0,,
2020-07-09,AK,0,46,2297,0,571.0,,,8.0,,
2020-07-10,AK,0,51,6136,0,588.0,,,17.0,,
2020-07-11,AK,0,62,1383,0,598.0,,,10.0,,
2020-07-12,AK,0,94,2005,0,615.0,,,17.0,,
2020-07-13,AK,0,60,1055,0,620.0,,,5.0,,
2020-07-14,AK,0,40,2843,0,642.0,,,22.0,,
2020-07-15,AK,0,52,6568,0,669.0,,,27.0,,
2020-07-16,AK,0,401,6528,0,688.0,,,19.0,,
2020-07-17,AK,0,49,2343,0,697.0,,,9.0,,
2020-07-18,AK,1,78,2871,0,708.0,,,11.0,,
2020-07-19,AK,0,118,4529,0,712.0,,,4.0,,
2020-07-20,AK,0,137,2439,0,712.0,,,0.0,,
2020-07-21,AK,0,111,2929,0,737.0,,,25.0,,
2020-07-22,AK,1,94,6613,0,753.0,,,16.0,,
2020-07-23,AK,0,65,4111,0,787.0,,,34.0,,
2020-07-24,AK,0,64,10999,0,800.0,,,13.0,,
2020-07-25,AK,1,120,4374,0,815.0,,,15.0,,
2020-07-26,AK,0,234,1964,0,817.0,,,2.0,,
2020-07-27,AK,1,104,0,0,817.0,,,0.0,,
2020-07-28,AK,1,144,6363,0,836.0,,,19.0,,
2020-07-29,AK,0,92,9697,0,854.0,,,18.0,,
2020-07-30,AK,1,117,1276,0,885.0,,,31.0,,
2020-07-31,AK,0,118,7931,0,898.0,,,13.0,,
2020-08-01,AK,1,150,5377,0,930.0,,,32.0,,
2020-08-02,AK,0,157,4300,0,932.0,,,2.0,,
2020-08-03,AK,1,80,2637,0,946.0,,,14.0,,
2020-08-04,AK,0,61,6781,0,987.0,,,41.0,,
2020-08-05,AK,0,58,4572,0,1017.0,,,30.0,,
2020-08-06,AK,0,40,4253,0,1220.0,,,203.0,,
2020-08-07,AK,0,65,7214,0,1238.0,,,18.0,,
2020-08-08,AK,1,85,4657,0,1254.0,,,16.0,,
2020-08-09,AK,0,100,4226,0,1269.0,,,15.0,,
2020-08-10,AK,0,66,2358,0,1332.0,,,63.0,,
2020-08-11,AK,0,50,10351,0,1344.0,,,12.0,,
2020-08-12,AK,1,66,1772,0,1359.0,,,15.0,,
2020-08-13,AK,0,95,1376,0,1360.0,,,1.0,,
2020-08-14,AK,0,119,1757,0,1371.0,,,11.0,,
2020-08-15,AK,1,85,663,0,1384.0,,,13.0,,
2020-08-16,AK,0,106,4732,0,1418.0,,,34.0,,
2020-08-17,AK,0,50,4083,0,1432.0,,,14.0,,
2020-08-18,AK,1,67,4294,0,1468.0,,,36.0,,
2020-08-19,AK,0,70,770,0,1501.0,,,33.0,,
2020-08-20,AK,0,85,1713,0,1513.0,,,12.0,,
2020-08-21,AK,1,71,8817,0,1601.0,,,88.0,,
2020-08-22,AK,1,91,4661,0,1686.0,,,85.0,,
2020-08-23,AK,1,64,1089,0,1745.0,,,59.0,,
2020-08-24,AK,0,70,2993,0,1861.0,,,116.0,,
2020-08-25,AK,4,38,3290,0,1967.0,,,106.0,,
2020-08-26,AK,1,53,920,0,2088.0,,,121.0,,
2020-08-27,AK,0,82,1334,0,2109.0,,,21.0,,
2020-08-28,AK,0,122,3196,0,2183.0,,,74.0,,
2020-08-29,AK,0,112,6045,0,2201.0,,,18.0,,
2020-08-30,AK,0,51,1093,0,2233.0,,,32.0,,
2020-08-31,AK,0,39,1752,0,2238.0,,,5.0,,
2020-09-01,AK,2,35,25590,0,2246.0,,,8.0,,
2020-09-02,AK,0,73,2556,0,2281.0,,,35.0,,
2020-09-03,AK,1,106,946,0,2288.0,,,7.0,,
2020-09-04,AK,0,130,3871,0,2295.0,,,7.0,,
2020-09-05,AK,2,98,2967,0,2321.0,,,26.0,,
2020-09-06,AK,0,89,1966,0,2323.0,,,2.0,,
2020-09-07,AK,0,34,1530,0,2323.0,,,0.0,,
2020-09-08,AK,0,34,3001,0,2339.0,,,16.0,,
2020-09-09,AK,0,66,215,0,2340.0,,,1.0,,
2020-09-10,AK,0,125,1015,0,2351.0,,,11.0,,
2020-09-11,AK,1,109,1400,0,2359.0,,,8.0,,
2020-09-12,AK,1,107,4936,0,2377.0,,,18.0,,
2020-09-13,AK,0,62,1522,0,2377.0,,,0.0,,
2020-09-14,AK,0,77,2123,0,2377.0,,,0.0,,
2020-09-15,AK,0,43,3668,0,2402.0,,,25.0,,
2020-09-16,AK,0,52,1388,0,2407.0,,,5.0,,
2020-09-17,AK,0,106,7193,0,2408.0,,,1.0,,
2020-09-18,AK,1,116,2314,0,2422.0,,,14.0,,
2020-09-19,AK,0,87,4470,0,2438.0,,,16.0,,
2020-09-20,AK,0,93,3982,0,2438.0,,,0.0,,
2020-09-21,AK,0,71,1649,0,2439.0,,,1.0,,
2020-09-22,AK,0,48,2498,0,2668.0,,,229.0,,
2020-09-23,AK,0,55,1952,0,2731.0,,,63.0,,
2020-09-24,AK,0,0,0,0,2731.0,,,0.0,,
2020-09-25,AK,6,261,7873,0,3042.0,,,311.0,,
2020-09-26,AK,1,113,1424,0,3267.0,,,225.0,,
2020-09-27,AK,4,116,0,0,3502.0,,,235.0,,
2020-09-28,AK,0,118,1688,0,3771.0,,,269.0,,
2020-09-29,AK,0,125,6140,0,4324.0,,,553.0,,
2020-09-30,AK,0,106,6045,0,4555.0,,,231.0,,
2020-10-01,AK,1,132,4984,0,4838.0,,,283.0,,
2020-10-02,AK,0,128,6839,0,5042.0,,,204.0,,
2020-10-03,AK,1,147,3819,0,5199.0,,,157.0,,
2020-10-04,AK,0,189,3373,0,5281.0,,,82.0,,
2020-10-05,AK,0,211,2345,0,5455.0,,,174.0,,
2020-10-06,AK,0,0,0,0,5455.0,,,0.0,,
2020-10-07,AK,1,274,10426,0,5626.0,,,171.0,,
2020-10-08,AK,1,135,962,0,5672.0,,,46.0,,
2020-10-09,AK,0,180,1719,0,5734.0,,,62.0,,
2020-10-10,AK,0,252,5931,0,5761.0,,,27.0,,
2020-10-11,AK,0,258,3486,0,5789.0,,,28.0,,
2020-10-12,AK,0,198,2732,0,5802.0,,,13.0,,
2020-10-13,AK,0,155,8707,0,5909.0,,,107.0,,
2020-10-14,AK,4,144,2244,0,5950.0,,,41.0,,
2020-10-15,AK,1,165,2119,0,6066.0,,,116.0,,
2020-10-16,AK,1,228,2975,0,6237.0,,,171.0,,
2020-10-17,AK,1,216,7620,0,6448.0,,,211.0,,
2020-10-18,AK,0,224,1987,0,6488.0,,,40.0,,
2020-10-19,AK,0,204,3308,0,6516.0,,,28.0,,
2020-10-20,AK,0,212,10090,0,6681.0,,,165.0,,
2020-10-21,AK,1,212,403,0,6751.0,,,70.0,,
2020-10-22,AK,0,233,1336,0,6812.0,,,61.0,,
2020-10-23,AK,0,284,3753,0,6915.0,,,103.0,,
2020-10-24,AK,0,374,0,0,6939.0,,,24.0,,
2020-10-25,AK,0,529,6320,0,6946.0,,,7.0,,
2020-10-26,AK,0,349,10526,0,6948.0,,,2.0,,
2020-10-27,AK,2,385,6200,0,7016.0,,,68.0,,
2020-10-28,AK,1,357,2813,0,7067.0,,,51.0,,
2020-10-29,AK,6,367,3302,0,7094.0,,,27.0,,
2020-10-30,AK,4,386,1669,0,7096.0,,,2.0,,
2020-10-31,AK,1,447,17437,0,7099.0,,,3.0,,
2020-11-01,AK,1,350,0,0,7104.0,,,5.0,,
2020-11-02,AK,1,352,15261,0,7110.0,,,6.0,,
2020-11-03,AK,0,391,4194,0,7113.0,,,3.0,,
2020-11-04,AK,0,412,2591,0,7124.0,,,11.0,,
2020-11-05,AK,0,314,153754,0,7125.0,,,1.0,,
2020-11-06,AK,0,525,-1050,0,7122.0,,,-3.0,,
2020-11-07,AK,0,607,-1214,0,7157.0,,,35.0,,
2020-11-08,AK,0,520,-1040,0,7161.0,,,4.0,,
2020-11-09,AK,0,474,-12651,0,7161.0,,,0.0,,
2020-11-10,AK,8,532,59611,0,7161.0,,,0.0,,
2020-11-11,AK,4,499,5951,0,7160.0,,,-1.0,,
2020-11-12,AK,0,481,9595,0,7161.0,,,1.0,,
2020-11-13,AK,0,0,0,0,7161.0,,,0.0,,
2020-11-14,AK,2,593,17005,0,7162.0,,,1.0,,
2020-11-15,AK,0,1409,3709,0,7164.0,,,2.0,,
2020-03-07,AL,0,0,0,0,,,,,,
2020-03-08,AL,0,0,0,0,,,,,,
2020-03-09,AL,0,0,0,0,,,,,,
2020-03-10,AL,0,0,0,0,,,,,,
2020-03-11,AL,0,0,10,0,,,,,,
2020-03-12,AL,0,0,0,0,,,,,,
2020-03-13,AL,0,1,1,0,,,,,,
2020-03-14,AL,0,5,11,0,,,,,,
2020-03-15,AL,0,6,6,0,,,,,,
2020-03-16,AL,0,16,0,0,,,,,,
2020-03-17,AL,0,8,0,0,,,,,,
2020-03-18,AL,0,10,0,0,,,,,,
2020-03-19,AL,0,22,0,0,,,,,,
2020-03-20,AL,0,13,0,0,,,,,,
2020-03-21,AL,0,43,0,0,,,,,,
2020-03-22,AL,0,14,1436,0,,,,,,
2020-03-23,AL,0,29,201,0,,,,,,
2020-03-24,AL,0,48,441,0,,,,,,
2020-03-25,AL,0,68,423,0,,,,,,
2020-03-26,AL,1,223,1064,0,,,,,,
2020-03-27,AL,2,81,591,0,,,,,,
2020-03-28,AL,0,109,0,0,,,,,,
2020-03-29,AL,1,110,0,0,,,,,,
2020-03-30,AL,2,53,1510,0,,,,,,
2020-03-31,AL,7,122,604,0,,,,,,
2020-04-01,AL,13,96,399,0,,,,,,
2020-04-02,AL,6,156,806,0,,,,,,
2020-04-03,AL,3,199,684,0,,,,,,
2020-04-04,AL,8,148,1086,212,,,,,,
2020-04-05,AL,2,216,2009,19,,,,,,
2020-04-06,AL,5,172,1515,9,,,,,,
2020-04-07,AL,6,151,0,31,,,,,,
2020-04-08,AL,10,250,3956,43,,,,,,
2020-04-09,AL,8,400,1305,19,,,,,,
2020-04-10,AL,6,199,0,35,,,,,,
2020-04-11,AL,11,223,0,34,,113.0,177.0,,,
2020-04-12,AL,2,334,0,35,,119.0,189.0,,6.0,12.0
2020-04-13,AL,6,209,7390,20,,119.0,189.0,,0.0,0.0
2020-04-14,AL,11,142,3793,36,,132.0,210.0,,13.0,21.0
2020-04-15,AL,11,237,723,32,,134.0,219.0,,2.0,9.0
2020-04-16,AL,12,232,2082,28,,137.0,227.0,,3.0,8.0
2020-04-17,AL,11,185,1272,41,,148.0,247.0,,11.0,20.0
2020-04-18,AL,2,125,4565,26,,148.0,247.0,,0.0,0.0
2020-04-19,AL,8,182,2992,21,,157.0,260.0,,9.0,13.0
2020-04-20,AL,13,188,0,0,,157.0,260.0,,0.0,0.0
2020-04-21,AL,10,206,2420,58,,157.0,260.0,,0.0,0.0
2020-04-22,AL,17,234,0,31,,170.0,288.0,,13.0,28.0
2020-04-23,AL,3,313,3568,38,,170.0,288.0,,0.0,0.0
2020-04-24,AL,0,54,0,0,,170.0,288.0,,0.0,0.0
2020-04-25,AL,15,305,18344,71,,170.0,288.0,,0.0,0.0
2020-04-26,AL,4,133,2074,6,,170.0,288.0,,0.0,0.0
2020-04-27,AL,6,229,217,27,,195.0,335.0,,25.0,47.0
2020-04-28,AL,20,188,1642,39,,195.0,335.0,,0.0,0.0
2020-04-29,AL,3,155,4467,34,,195.0,335.0,,0.0,0.0
2020-04-30,AL,24,177,6570,33,,195.0,335.0,,0.0,0.0
2020-05-01,AL,10,139,4598,30,,195.0,335.0,,0.0,0.0
2020-05-02,AL,9,276,0,15,,195.0,335.0,,0.0,0.0
2020-05-03,AL,2,291,0,12,,242.0,403.0,,47.0,68.0
2020-05-04,AL,6,300,10317,29,,247.0,411.0,,5.0,8.0
2020-05-05,AL,17,260,3389,43,,255.0,428.0,,8.0,17.0
2020-05-06,AL,27,296,2454,51,,264.0,442.0,,9.0,14.0
2020-05-07,AL,9,317,5340,20,,266.0,448.0,,2.0,6.0
2020-05-08,AL,26,323,4618,29,,266.0,454.0,,0.0,6.0
2020-05-09,AL,13,346,5034,21,,272.0,459.0,,6.0,5.0
2020-05-10,AL,5,210,1717,12,,274.0,460.0,,2.0,1.0
2020-05-11,AL,8,232,1791,16,,276.0,463.0,,2.0,3.0
2020-05-12,AL,28,301,3473,31,,280.0,468.0,,4.0,5.0
2020-05-13,AL,20,307,2847,30,,284.0,477.0,,4.0,9.0
2020-05-14,AL,18,351,5262,33,,291.0,489.0,,7.0,12.0
2020-05-15,AL,9,248,3830,27,,293.0,497.0,,2.0,8.0
2020-05-16,AL,9,307,7124,10,,295.0,501.0,,2.0,4.0
2020-05-17,AL,3,248,2608,5,,296.0,504.0,,1.0,3.0
2020-05-18,AL,1,315,458,24,,302.0,512.0,,6.0,8.0
2020-05-19,AL,15,290,153,37,,306.0,517.0,,4.0,5.0
2020-05-20,AL,13,368,6516,40,,309.0,524.0,,3.0,7.0
2020-05-21,AL,12,375,5914,35,,311.0,526.0,,2.0,2.0
2020-05-22,AL,8,444,6585,33,7951.0,315.0,531.0,,4.0,5.0
2020-05-23,AL,9,375,4533,28,7951.0,319.0,538.0,0.0,4.0,7.0
2020-05-24,AL,5,389,2734,23,7951.0,320.0,537.0,0.0,1.0,-1.0
2020-05-25,AL,11,403,4113,17,7951.0,323.0,543.0,0.0,3.0,6.0
2020-05-26,AL,13,666,2778,42,7951.0,327.0,551.0,0.0,4.0,8.0
2020-05-27,AL,6,447,1588,48,7951.0,334.0,560.0,0.0,7.0,9.0
2020-05-28,AL,9,467,4220,46,9355.0,338.0,566.0,1404.0,4.0,6.0
2020-05-29,AL,15,513,7889,35,9355.0,344.0,577.0,0.0,6.0,11.0
2020-05-30,AL,13,536,2782,26,9355.0,349.0,583.0,0.0,5.0,6.0
2020-05-31,AL,13,544,4808,18,9355.0,355.0,589.0,0.0,6.0,6.0
2020-06-01,AL,15,460,5510,12,9355.0,355.0,591.0,0.0,0.0,2.0
2020-06-02,AL,5,279,0,23,9355.0,355.0,591.0,0.0,0.0,0.0
2020-06-03,AL,2,209,7583,21,11395.0,355.0,591.0,2040.0,0.0,0.0
2020-06-04,AL,0,221,3484,29,11395.0,357.0,601.0,0.0,2.0,10.0
2020-06-05,AL,23,315,3859,20,11395.0,358.0,603.0,0.0,1.0,2.0
2020-06-06,AL,13,656,5515,44,11395.0,363.0,612.0,0.0,5.0,9.0
2020-06-07,AL,3,457,13465,29,11395.0,364.0,615.0,0.0,1.0,3.0
2020-06-08,AL,26,425,0,32,11395.0,371.0,623.0,0.0,7.0,8.0
2020-06-09,AL,11,497,7251,33,11395.0,375.0,631.0,0.0,4.0,8.0
2020-06-10,AL,15,567,4751,42,13508.0,378.0,646.0,2113.0,3.0,15.0
2020-06-11,AL,11,856,4913,36,13508.0,380.0,650.0,0.0,2.0,4.0
2020-06-12,AL,14,865,6694,37,13508.0,384.0,658.0,0.0,4.0,8.0
2020-06-13,AL,4,891,5976,39,13508.0,395.0,672.0,0.0,11.0,14.0
2020-06-14,AL,0,1014,3189,14,13508.0,395.0,675.0,0.0,0.0,3.0
2020-06-15,AL,1,657,4562,4,13508.0,395.0,676.0,0.0,0.0,1.0
2020-06-16,AL,11,640,2110,56,13508.0,399.0,682.0,0.0,4.0,6.0
2020-06-17,AL,5,400,4899,37,15974.0,401.0,687.0,2466.0,2.0,5.0
2020-06-18,AL,20,894,10917,21,15974.0,405.0,695.0,0.0,4.0,8.0
2020-06-19,AL,12,796,7995,43,15974.0,415.0,710.0,0.0,10.0,15.0
2020-06-20,AL,16,547,7651,27,15974.0,418.0,717.0,0.0,3.0,7.0
2020-06-21,AL,1,472,4683,17,15974.0,424.0,721.0,0.0,6.0,4.0
2020-06-22,AL,2,433,3999,11,15974.0,424.0,725.0,0.0,0.0,4.0
2020-06-23,AL,23,643,4285,50,15974.0,430.0,737.0,0.0,6.0,12.0
2020-06-24,AL,27,967,3754,46,18866.0,441.0,749.0,2892.0,11.0,12.0
2020-06-25,AL,5,1142,9557,45,18866.0,447.0,761.0,0.0,6.0,12.0
2020-06-26,AL,11,977,7888,41,18866.0,450.0,772.0,0.0,3.0,11.0
2020-06-27,AL,12,900,4803,44,18866.0,453.0,789.0,0.0,3.0,17.0
2020-06-28,AL,0,358,1896,6,18866.0,454.0,790.0,0.0,1.0,1.0
2020-06-29,AL,10,1734,5279,22,18866.0,457.0,801.0,0.0,3.0,11.0
2020-06-30,AL,21,870,12489,44,18866.0,458.0,806.0,0.0,1.0,5.0
2020-07-01,AL,22,917,6384,34,18866.0,464.0,814.0,0.0,6.0,8.0
2020-07-02,AL,13,1149,4626,32,22082.0,468.0,826.0,3216.0,4.0,12.0
2020-07-03,AL,21,1754,9149,48,22082.0,474.0,838.0,0.0,6.0,12.0
2020-07-04,AL,1,997,10460,23,22082.0,473.0,843.0,0.0,-1.0,5.0
2020-07-05,AL,0,1091,6707,3,22082.0,473.0,843.0,0.0,0.0,0.0
2020-07-06,AL,0,925,4284,5,22082.0,473.0,843.0,0.0,0.0,0.0
2020-07-07,AL,26,907,5362,47,22082.0,479.0,858.0,0.0,6.0,15.0
2020-07-08,AL,25,1177,5751,45,22082.0,486.0,871.0,0.0,7.0,13.0
2020-07-09,AL,10,2212,0,33,25783.0,490.0,877.0,3701.0,4.0,6.0
2020-07-10,AL,36,1334,20378,50,25783.0,493.0,888.0,0.0,3.0,11.0
2020-07-11,AL,10,1439,8365,3656,25783.0,496.0,904.0,0.0,3.0,16.0
2020-07-12,AL,7,1640,7846,0,25783.0,503.0,911.0,0.0,7.0,7.0
2020-07-13,AL,3,1958,6140,0,25783.0,505.0,919.0,0.0,2.0,8.0
2020-07-14,AL,40,1710,7775,378,25783.0,511.0,931.0,0.0,6.0,12.0
2020-07-15,AL,47,1812,10148,168,29736.0,514.0,941.0,3953.0,3.0,10.0
2020-07-16,AL,19,2021,8039,293,29736.0,516.0,950.0,0.0,2.0,9.0
2020-07-17,AL,35,2003,10003,0,29736.0,521.0,967.0,0.0,5.0,17.0
2020-07-18,AL,21,2143,9237,198,29736.0,524.0,982.0,0.0,3.0,15.0
2020-07-19,AL,1,1777,9261,0,29736.0,526.0,988.0,0.0,2.0,6.0
2020-07-20,AL,4,1880,6375,586,29736.0,528.0,994.0,0.0,2.0,6.0
2020-07-21,AL,12,1467,5126,170,29736.0,535.0,1009.0,0.0,7.0,15.0
2020-07-22,AL,61,1455,7652,0,29736.0,540.0,1018.0,0.0,5.0,9.0
2020-07-23,AL,33,2399,7640,457,32510.0,553.0,1043.0,2774.0,13.0,25.0
2020-07-24,AL,41,1793,7664,162,32510.0,565.0,1058.0,0.0,12.0,15.0
2020-07-25,AL,18,2125,10502,0,32510.0,567.0,1069.0,0.0,2.0,11.0
2020-07-26,AL,17,1164,6911,0,32510.0,573.0,1076.0,0.0,6.0,7.0
2020-07-27,AL,18,1821,6452,537,32510.0,577.0,1081.0,0.0,4.0,5.0
2020-07-28,AL,0,1251,6189,199,32510.0,584.0,1094.0,0.0,7.0,13.0
2020-07-29,AL,47,1416,1460,0,32510.0,595.0,1109.0,0.0,11.0,15.0
2020-07-30,AL,27,1980,9853,177,35401.0,605.0,1129.0,2891.0,10.0,20.0
2020-07-31,AL,15,1961,7398,451,35401.0,613.0,1144.0,0.0,8.0,15.0
2020-08-01,AL,23,1626,6278,0,35401.0,616.0,1150.0,0.0,3.0,6.0
2020-08-02,AL,24,2095,6604,0,35401.0,616.0,1151.0,0.0,0.0,1.0
2020-08-03,AL,6,1217,6764,344,35401.0,619.0,1153.0,0.0,3.0,2.0
2020-08-04,AL,33,1041,7209,235,35401.0,634.0,1173.0,0.0,15.0,20.0
2020-08-05,AL,29,952,4207,0,37923.0,645.0,1200.0,2522.0,11.0,27.0
2020-08-06,AL,19,1938,10386,213,37923.0,654.0,1211.0,0.0,9.0,11.0
2020-08-07,AL,21,1709,7923,224,37923.0,658.0,1219.0,0.0,4.0,8.0
2020-08-08,AL,0,86,0,0,37923.0,661.0,1228.0,0.0,3.0,9.0
2020-08-09,AL,33,2947,10002,0,37923.0,674.0,1242.0,0.0,13.0,14.0
2020-08-10,AL,29,1686,16430,533,37923.0,680.0,1249.0,0.0,6.0,7.0
2020-08-11,AL,50,831,2291,0,37923.0,691.0,1270.0,0.0,11.0,21.0
2020-08-12,AL,35,935,11147,222,41523.0,700.0,1282.0,3600.0,9.0,12.0
2020-08-13,AL,8,771,6020,164,41523.0,707.0,1292.0,0.0,7.0,10.0
2020-08-14,AL,3,752,21670,0,41523.0,716.0,1305.0,0.0,9.0,13.0
